plant_id,plant_name,energy_type,plant_capacity_mw,location_city,location_state,location_country,commissioning_date,operator_name,production_date,energy_generated_mwh,energy_consumed_mwh,net_energy_mwh,capacity_factor_pct,efficiency_pct,grid_feed_in_mwh,revenue_eur,operating_cost_eur,maintenance_cost_eur,co2_emissions_tons,co2_avoided_tons,weather_condition,temperature_avg_c,wind_speed_ms,solar_irradiance_wm2,downtime_hours,downtime_reason,safety_incidents,compliance_status,certification,subsidy_received_eur,created_at
PWR-202334144,Solar Park Central 18,SOLAR,161.61,Hamburg,Hessen,Deutschland,2017-09-30,EnBW Ltd,2023-09-27,4494.78,481.39,4013.39,25.4,51.07,4390.19,168579.93,106612.07,19100.4,2522.51,9715.94,Sunny,12.4,14.53,699.91,156.78,Equipment Failure,3,Under Review,Green Energy,64346.58,2023-03-11 12:50:00
PWR-202334145,Hydro Park East 52,Wind,187.63,Dusseldorf,Baden-Wurttemberg,Germany,2015-01-15,NextEra Ltd,04 May 2022,3939.43,367.92,3571.51,15.91,57.38,4392.42,186515.14,183228.85,13971.14,3551.24,8734.99,foggy,-2.1,25.24,1095.87,49.25,,3,COMPLIANT,,42506.04,2023-02-12 10:41:00
PWR-202334146,Wind Park South 8,biomass,529.92,Dortmund,Bayern,Germany,2019-06-21,NextEra Ltd,13-06-2022,1682.5,440.31,1242.19,11.8,69.38,4142.17,364820.5,139388.77,37783.28,169.05,3711.71,Foggy,-3.8,28.34,843.99,105.13,,5,Non-Compliant,None,0.0,2023-04-01 11:35:00
PWR-202334147,Wind Park Central 58,wind,331.9,Leipzig,NRW,Deutschland,27-03-2012,E.ON ,2024-02-16,1009.9,275.86,734.04,62.32,15.94,3094.06,83454.62,16881.62,22427.11,4900.69,1993.69,Cloudy,36.8,4.4,839.64,115.06,Grid Outage,1,pending,none,67306.7,2023-12-19 05:59:00
PWR-202334148,Wind Park Central 75,Geothermal,866.06,Stuttgart,Hessen,DE,2021-06-01,E.ON AG,2023-10-11,1554.3,420.68,1133.62,45.89,20.66,1883.86,412613.48,176145.02,40553.13,566.44,8615.0,stormy,35.3,5.29,890.76,70.36,,1,Non-Compliant,Green Energy,95317.86,2023-03-09 01:14:00
PWR-202334149,Hydro Park Central 74,biomass,664.67,Frankfurt,Sachsen,DE,06/11/2014,Vattenfall ,2025-04-27,2191.45,181.77,2009.68,46.15,32.95,2537.07,153475.63,139459.1,2024.41,3614.18,3507.3,foggy,6.4,1.31,248.2,128.73,Maintenance,2,Under Review,ISO 14001,53255.86,2023-10-27 20:45:00
PWR-202334150,Wind Park West 96,Coal,749.36,Berlin,Sachsen,Deutschland,2025-08-06,Vattenfall GmbH,2022-03-08,4685.29,272.72,4412.57,85.09,44.44,1334.8,399218.23,131441.35,4570.78,1648.15,7471.69,Sunny,-5.2,4.77,675.22,92.95,Equipment Failure,1,COMPLIANT,,5361.98,2023-11-05 03:40:00
PWR-202334151,Hydro Park North 26,coal,282.06,Cologne,Sachsen,Deutschland,2021-08-29,Statkraft ,2023-07-30,2954.38,164.28,2790.1,92.61,90.15,2017.46,80530.0,153435.07,16701.06,2905.03,8082.97,cloudy,39.1,6.95,393.7,92.34,Grid Outage,1,non_compliant,ISO 14001,0.0,2023-05-28 21:44:00
PWR-202334152,Wind Park Central 21,natural_gas,238.75,Hamburg,NRW,Germany,2021-03-29,Local Energy Inc,01/04/2024,3476.23,13.2,3463.03,49.51,23.33,3603.32,404425.8,69633.26,14973.4,4176.38,4944.8,Cloudy,10.8,13.87,179.18,3.68,Equipment Failure,0,compliant,,13625.41,2023-03-02 08:23:00
PWR-202334153,Solar Park South 20,Solar,471.24,Dortmund,Niedersachsen,Germany,2021-11-18,RWE Ltd,2025-07-07,3138.16,32.66,3105.5,67.25,90.73,3637.48,452392.73,114322.72,49170.85,1684.92,8525.33,Stormy,18.6,9.01,17.44,127.32,Grid Outage,1,Under Review,EU Ecolabel,0.0,2023-05-06 14:34:00
PWR-202334154,Geothermal Park South 78,Solar,497.98,Dresden,NRW,GERMANY,2019-11-17,Municipal Utility AG,2024-05-03,4417.58,353.16,4064.42,27.1,64.52,4101.53,153355.29,180996.65,670.74,342.2,8380.97,Sunny,37.8,29.88,297.53,65.07,Weather,3,Under Review,TUV,0.0,2023-08-27 22:49:00
PWR-202334155,Solar Park West 90,WIND,895.99,Hamburg,Bayern,Germany,2016-07-20,E.ON GmbH,2023-12-27,3085.9,257.37,2828.53,82.63,57.16,1788.25,61034.81,155962.82,19400.59,791.81,6649.25,Cloudy,-1.9,21.68,149.93,111.16,,4,non_compliant,TUV,40308.38,2023-01-01 21:21:00
PWR-202334156,Geothermal Park East 6,Coal,665.59,Dusseldorf,Brandenburg,GERMANY,2016-04-25,EnBW GmbH,2022-04-29,437.34,167.01,270.33,78.75,97.43,4131.58,232151.96,75066.4,39386.68,1396.52,7674.29,Sunny,2.9,8.68,1035.97,135.65,Grid Outage,1,COMPLIANT,EU Ecolabel,86650.15,2023-04-22 04:56:00
PWR-202334157,Solar Park East 12,Wind,756.14,Leipzig,Niedersachsen,Germany,2016-11-28,Local Energy Ltd,2024-04-16,2976.97,408.11,2568.86,76.48,61.77,4331.64,305119.31,90404.76,4613.97,2002.72,113.32,Rainy,11.1,16.49,649.87,52.98,Scheduled Service,0,pending,ISO 14001,4084.2,2023-11-05 13:45:00
PWR-202334158,Hydro Park West 27,Geothermal,898.99,Dusseldorf,Bayern,DE,2022-01-18,Municipal Utility Inc,2023-02-04,2886.77,396.31,2490.46,39.5,69.28,624.83,310229.46,189777.01,20423.07,3561.0,3361.43,foggy,25.9,1.81,776.08,20.84,Grid Outage,3,COMPLIANT,None,93719.46,2023-12-03 04:03:00
PWR-202334159,Geothermal Park South 47,wind,554.7,Dusseldorf,Niedersachsen,GERMANY,2022-07-26,Orsted ,03-05-2023,1622.25,422.56,1199.69,22.59,82.74,4086.81,326209.57,85324.98,3692.11,2260.68,7990.39,Sunny,1.7,2.64,1162.25,75.62,,3,compliant,None,58905.99,2023-09-01 06:05:00
PWR-202334160,Solar Park South 1,Solar,572.35,Dresden,Hessen,Germany,2016-10-10,RWE AG,2025-05-26,3751.5,239.15,3512.35,94.53,94.66,3965.41,33966.15,29528.02,45977.67,2107.94,5797.85,stormy,37.1,8.75,426.0,103.01,,2,pending,ISO 50001,0.0,2023-01-06 20:39:00
PWR-202334161,Wind Park Central 78,Solar,362.2,Frankfurt,Baden-Wurttemberg,GERMANY,2010-06-09,E.ON Inc,2023-12-10,3970.9,295.14,3675.76,13.33,82.27,4377.19,271887.57,72581.99,39822.08,1578.57,2973.18,Foggy,-6.9,16.47,612.06,155.44,Maintenance,4,pending,,16937.8,2023-02-21 22:05:00
PWR-202334162,Hydro Park Central 18,Natural Gas,146.38,Munich,Baden-Wurttemberg,GERMANY,2021-12-15,E.ON AG,2025-02-13,2581.72,91.99,2489.73,88.01,16.43,764.06,257299.02,32780.61,13094.11,107.38,4944.51,Windy,2.2,18.12,1029.69,136.42,Equipment Failure,2,Non-Compliant,none,0.0,2023-05-03 16:48:00
PWR-202334163,Solar Park North 25,Hydro,544.88,Frankfurt,Niedersachsen,Germany,15 Oct 2011,Municipal Utility ,02-12-2023,4538.56,306.23,4232.33,20.01,84.16,2254.62,62405.06,8413.9,6208.1,3006.57,91.4,Rainy,8.3,8.23,822.72,19.85,,4,Under Review,none,0.0,2023-04-27 10:58:00
PWR-202334164,Wind Park North 27,Geothermal,590.54,Hamburg,Hessen,DE,2010-07-19,NextEra ,2024-03-05,2930.67,372.75,2557.92,85.42,45.28,3771.66,45373.47,144659.79,21331.84,164.95,5253.59,sunny,28.9,24.83,622.25,113.23,Weather,1,COMPLIANT,ISO 50001,7150.17,2023-04-07 08:21:00
PWR-202334165,Hydro Park South 22,Geothermal,293.47,Stuttgart,Baden-Wurttemberg,Germany,2010-08-09,E.ON AG,2022-11-06,222684.05827325754,399.51,3484.64,41.21,86.63,2010.31,337565.55,127556.59,47884.98,3768.97,1578.06,Cloudy,-8.8,28.63,900.69,75.0,Weather,3,non_compliant,Green Energy,51195.75,2023-02-12 10:38:00
PWR-202334166,Geothermal Park Central 74,Wind,942.27,Munich,Sachsen,DE,2025-05-22,EnBW GmbH,26/10/2023,2733.91,57.8,2676.11,39.88,40.28,604.28,38214.92,39379.51,34013.62,1358.04,3544.47,sunny,30.4,20.51,296.8,25.82,Scheduled Service,4,COMPLIANT,ISO 14001,NULL,2023-11-27 03:34:00
PWR-202334167,Hydro Park North 71,Coal,591.94,Dresden,Sachsen,Germany,2012-12-01,Statkraft Inc,2023-02-08,3141.99,168.1,2973.89,55.95,77.17,3300.86,453179.53,69566.58,28486.06,2463.51,1386.17,rainy,0.9,16.67,999.96,14.13,Unscheduled Repair,3,Compliant,Green Energy,37404.81,2023-11-11 11:39:00
PWR-202334168,Wind Park East 29,Solar,842.73,Stuttgart,Hessen,DE,2024-12-08,Vattenfall Inc,2025-12-01,2648.51,118.19,2530.32,26.58,36.25,2203.94,435347.64,33697.61,24111.27,3908.1,3018.94,foggy,37.0,20.11,736.98,55.72,Grid Outage,0,non_compliant,ISO 50001,0.0,2023-10-02 21:17:00
PWR-202334169,Wind Park East 50,hydro,63.76,Dresden,Niedersachsen,DE,2021-02-03,Iberdrola ,2025-02-28,749.07,82.61,666.46,51.44,46.22,3422.89,128098.03,181881.97,38369.25,2006.28,5064.16,windy,22.7,0.99,319.96,23.98,Equipment Failure,4,Under Review,none,15610.29,2023-01-04 09:01:00
PWR-202334170,Hydro Park North 91,geothermal,752.69,Frankfurt,Niedersachsen,Germany,2013-01-18,NextEra Inc,2025-09-07,2569.71,290.03,2279.68,39.71,34.66,362.73,242286.57,204.41,17852.58,2558.0,3555.55,foggy,39.8,11.33,612.84,97.05,Grid Outage,3,pending,TUV,0.0,2023-12-26 03:52:00
PWR-202334171,Geothermal Park East 90,natural_gas,683.95,Stuttgart,Brandenburg,GERMANY,13 Jan 2023,E.ON AG,2022-06-29,3644.6,275.46,3369.14,17.75,93.27,4003.45,464033.17,178998.87,32273.45,4086.29,5437.61,Sunny,-4.6,15.99,7.4,22.25,Grid Outage,4,non_compliant,Green Energy,35085.66,2023-04-13 14:43:00
PWR-202334172,Geothermal Park East 53,Nuclear,809.59,Stuttgart,Bayern,DE,2021-07-17,E.ON ,2022-01-04,3452.81,387.94,3064.87,40.24,30.61,2835.02,65104.16,58535.22,27033.36,2476.25,302.27,Stormy,3.9,8.93,643.77,157.54,,4,non_compliant,None,0.0,2023-04-06 18:44:00
PWR-202334173,Hydro Park East 47,Biomass,333.26,Berlin,Brandenburg,Deutschland,2012-09-12,Statkraft ,2024-11-04,1973.0,244.7,1728.3,12.94,27.19,2331.0,115496.48,54623.58,22974.24,1252.55,1153.21,Sunny,3.1,16.34,319.11,149.33,Scheduled Service,3,Compliant,TUV,63111.49,2023-12-22 12:57:00
PWR-202334174,Biomass Park Central 76,Natural Gas,147.63,Stuttgart,Sachsen,DE,2015-02-18,Vattenfall Ltd,2023-11-01,2953.39,279.78,2673.61,46.66,58.43,915.33,71649.53,157009.97,36250.49,3567.14,6221.24,Foggy,24.1,0.91,93.72,123.68,Grid Outage,1,COMPLIANT,none,93380.54,2023-11-20 20:11:00
PWR-202334175,Solar Park South 25,hydro,841.93,Dortmund,Sachsen,Germany,08/04/2016,Vattenfall ,2025-01-18,99.24,396.67,-297.43,77.57,68.28,3175.91,189888.87,70353.97,2041.18,4769.52,6954.9,cloudy,0.6,4.52,467.69,67.98,Scheduled Service,1,Compliant,Green Energy,0.0,2023-08-01 07:23:00
PWR-202334176,Biomass Park East 36,biomass,708.1,Cologne,Baden-Wurttemberg,DE,2012-04-29,Iberdrola AG,2023-02-20,2022.62,495.91,1526.71,44.27,40.08,4410.12,379329.1,44431.69,20171.84,435.22,9271.32,Sunny,4.9,5.86,350.0,106.84,,0,COMPLIANT,Green Energy,0.0,2023-10-18 05:49:00
PWR-202334177,Hydro Park South 16,solar,778.69,Berlin,Baden-Wurttemberg,Deutschland,06/07/2016,Local Energy AG,2024-01-23,4982.11,473.11,4509.0,19.68,88.75,3005.29,80051.33,173595.51,29419.71,2158.78,4689.7,sunny,10.6,14.82,1107.62,22.12,Grid Outage,2,pending,EU Ecolabel,399.4,2023-12-25 14:37:00
PWR-202334178,Hydro Park West 40,Wind,368.39,Munich,Niedersachsen,Deutschland,2013-11-15,NextEra GmbH,2025-01-02,2484.92,297.99,2186.93,19.58,59.72,3141.77,479532.67,39374.5,2674.42,1026.87,9366.66,stormy,13.3,23.08,882.04,23.39,Maintenance,3,COMPLIANT,ISO 50001,11067.02,2023-07-19 21:48:00
PWR-202334179,Wind Park East 60,wind,394.84,Dresden,Sachsen,Deutschland,2018-05-19,Municipal Utility ,2022-12-31,2816.67,121.88,2694.79,90.7,29.38,3557.35,35561.35,117041.46,28398.85,3404.97,8524.59,Rainy,3.4,22.75,977.74,44.91,Unscheduled Repair,2,compliant,ISO 14001,26674.59,2023-07-03 14:54:00
PWR-202334180,Geothermal Park West 48,Coal,138.4,Cologne,Sachsen,DE,2011-02-26,Statkraft AG,07/09/2024,723.02,416.98,306.04,36.41,77.65,1051.3,316207.27,10777.7,36952.18,3341.39,6784.53,Sunny,31.6,15.02,1079.45,44.68,,4,Non-Compliant,Green Energy,0.0,2023-10-02 19:48:00
PWR-202334181,Biomass Park East 82,Coal,424.39,Munich,Brandenburg,GERMANY,2018-09-25,Municipal Utility Inc,2024-08-24,2334.65,20.7,2313.95,24.16,81.0,4024.96,326160.55,35320.25,31385.34,1377.2,5999.62,Cloudy,-9.2,3.7,357.2,123.42,Maintenance,4,pending,TUV,85772.14,2023-07-17 02:18:00
PWR-202334182,Wind Park South 61,nuclear,435.52,Cologne,Niedersachsen,GERMANY,2015-01-10,EnBW Inc,2023-10-29,355.41,149.25,206.16,79.83,75.16,2323.3,156095.7,190628.39,4398.27,1351.39,7708.45,Foggy,2.5,9.67,782.47,4.14,Weather,0,non_compliant,EU Ecolabel,0.0,2023-07-17 19:28:00
PWR-202334183,Wind Park South 20,geothermal,811.4,Hamburg,Niedersachsen,Deutschland,2018-06-27,Municipal Utility Inc,2024-03-15,3735.67,266.07,3469.6,89.23,16.2,281.61,478220.35,6427.13,401.38,743.89,8658.57,Cloudy,38.7,18.8,23.37,115.17,,2,Compliant,none,85966.9,2023-09-01 11:35:00
PWR-202334184,Geothermal Park Central 77,hydro,585.83,Berlin,Brandenburg,Deutschland,2024-03-22,NextEra Ltd,2023-08-31,703.82,55.98,647.84,79.63,27.65,3724.28,383160.72,16717.71,17488.96,585.97,9057.6,cloudy,16.6,24.18,648.44,158.24,Weather,4,Under Review,ISO 50001,23518.13,2023-06-10 23:23:00
PWR-202334185,Biomass Park North 36,coal,764.39,Frankfurt,Brandenburg,Deutschland,2018-11-07,EnBW Ltd,20 Sep 2025,2770.73,275.96,2494.77,10.27,35.33,3287.04,317599.4,166815.1,10113.11,3830.35,2683.43,Windy,19.6,5.47,978.09,42.22,,2,Under Review,Green Energy,75858.12,2023-08-08 13:40:00
PWR-202334186,Wind Park South 8,Geothermal,948.42,Cologne,Bayern,Germany,2023-03-13,Local Energy Inc,09/03/2024,612.63,275.69,336.94,42.75,50.72,994.57,173865.53,80738.75,6016.51,877.21,5826.86,Rainy,22.6,1.5,1027.09,130.28,,0,Under Review,ISO 50001,85332.82,2023-11-05 12:37:00
PWR-202334187,Biomass Park North 12,Solar,58.72,Leipzig,Bayern,GERMANY,2011-05-09,NextEra ,05/17/2023,4332.16,295.57,4036.59,71.44,43.83,406.74,438272.58,125348.54,33985.96,237.61,1989.41,Sunny,36.3,4.66,503.08,140.33,Grid Outage,4,Compliant,ISO 50001,NULL,2023-11-18 11:53:00
PWR-202334188,Wind Park North 59,Hydro,654.66,Dusseldorf,Niedersachsen,Deutschland,13-04-2012,RWE ,2022-03-12,1523.25,232.95,1290.3,25.53,82.24,1582.23,120240.31,131299.57,26786.31,1313.13,6777.93,Stormy,25.0,25.38,598.52,94.07,,1,compliant,Green Energy,24108.39,2023-01-11 05:35:00
PWR-202334189,Solar Park East 98,Solar,669.75,Dresden,NRW,DE,2022-09-06,Orsted GmbH,2023-10-04,2172.08,238.67,1933.41,17.57,32.47,224.67,208303.59,90883.11,18437.14,1090.22,4117.01,sunny,20.1,19.64,708.86,120.97,Scheduled Service,3,Non-Compliant,,0.0,2023-01-19 09:26:00
PWR-202334190,Wind Park West 74,SOLAR,198.92,Dresden,Sachsen,DE,2020-03-04,Vattenfall Ltd,2022-03-02,1789.25,313.78,1475.47,22.38,79.74,3952.65,179368.21,71516.27,33604.71,1319.07,2449.0,sunny,-6.1,2.51,39.91,8.14,Maintenance,3,Under Review,ISO 14001,0.0,2023-05-14 05:27:00
PWR-202334191,Biomass Park East 4,biomass,952.53,Stuttgart,Brandenburg,GERMANY,03-08-2021,EnBW ,2025-12-19,303.5,469.83,-166.33,39.57,91.77,3514.45,252857.93,191177.86,38510.29,3302.22,8975.02,windy,28.4,2.42,234.01,95.69,Maintenance,0,Under Review,None,0.0,2023-12-18 11:14:00
PWR-202334192,Geothermal Park East 26,hydro,261.85,Dortmund,Hessen,Germany,17 Dec 2022,NextEra Ltd,11/04/2024,3485.85,158.94,3326.91,27.75,39.57,4395.24,235816.26,30986.03,12346.02,856.25,321.94,Rainy,30.5,17.77,464.41,43.79,Weather,1,COMPLIANT,EU Ecolabel,0.0,2023-04-01 01:11:00
PWR-202334193,Wind Park West 17,solar,692.43,Hamburg,Sachsen,Deutschland,26-08-2020,Local Energy Ltd,2022-07-15,720.42,464.21,256.21,55.25,30.95,2731.28,53775.6,130639.26,12021.3,4726.58,1801.1,Windy,1.8,7.95,768.64,133.73,,0,Compliant,ISO 14001,0.0,2023-10-21 02:11:00
PWR-202334194,Hydro Park North 84,Wind,568.96,Frankfurt,Sachsen,Deutschland,06 Nov 2016,E.ON GmbH,2023-07-11,3797.14,249.86,3547.28,65.36,50.65,1593.06,284862.53,52032.53,26985.55,2091.08,7666.65,Cloudy,-6.7,9.92,442.36,30.23,Maintenance,2,non_compliant,ISO 50001,65681.59,2023-10-11 08:50:00
PWR-202334195,Biomass Park East 76,Hydro,222.67,Dresden,Niedersachsen,GERMANY,2023-07-01,EnBW Inc,15/01/2024,1749.71,290.51,1459.2,73.47,81.04,2442.85,297682.25,79585.5,32404.13,563.89,958.69,sunny,9.3,6.26,695.8,36.07,Weather,5,compliant,ISO 14001,14126.42,2023-02-23 01:40:00
PWR-202334196,Solar Park Central 57,coal,677.22,Dusseldorf,Brandenburg,DE,2020-10-01,RWE GmbH,2022-04-30,1993.57,118.38,1875.19,65.71,17.54,4316.55,130806.28,70779.92,47612.78,1106.38,8068.24,foggy,5.3,8.13,442.65,120.87,,5,COMPLIANT,,21340.84,2023-11-26 18:21:00
PWR-202334197,Geothermal Park South 62,Solar,453.91,Cologne,Sachsen,Germany,2011-01-05,Statkraft AG,09/29/2024,884.66,464.49,420.17,14.53,72.07,4373.82,12545.22,182024.75,40421.36,1364.04,1729.81,Cloudy,13.8,18.71,1041.15,137.95,Maintenance,0,COMPLIANT,None,16240.96,2023-07-07 21:20:00
PWR-202334198,Biomass Park Central 70,solar,115.55,Frankfurt,Sachsen,Deutschland,2010-04-21,Vattenfall ,2022-12-05,2302.42,206.32,2096.1,63.2,16.93,2841.09,317738.42,34605.5,28045.81,4283.38,8485.82,rainy,18.7,2.35,476.75,116.28,,2,Under Review,TUV,0.0,2023-05-16 18:09:00
PWR-202334199,Solar Park West 88,coal,611.62,Berlin,Baden-Wurttemberg,DE,2024-01-04,NextEra GmbH,04 Jan 2025,1080.29,191.43,888.86,43.74,54.17,495.56,107531.6,126984.85,30604.15,3774.29,9422.12,cloudy,21.8,28.42,921.6,157.52,Scheduled Service,4,non_compliant,EU Ecolabel,0.0,2023-10-27 04:35:00
PWR-202334200,Solar Park West 37,Natural Gas,301.59,Berlin,Baden-Wurttemberg,GERMANY,2014-01-03,Municipal Utility Ltd,2022-05-13,3538.45,352.74,3185.71,75.5,21.3,3390.5,406889.1,140618.73,25865.25,1879.34,2066.52,Sunny,13.3,29.48,40.59,84.55,,4,Under Review,none,0.0,2023-09-20 11:28:00
PWR-202334201,Wind Park North 84,hydro,482.67,Dortmund,Niedersachsen,Deutschland,2017-04-26,Local Energy ,03/22/2025,1200.75,456.16,744.59,28.55,21.42,1430.79,1485.65,142938.43,8626.94,160.95,1779.7,foggy,5.9,25.8,51.39,14.89,,2,Under Review,ISO 50001,24311.81,2023-06-27 06:52:00
PWR-202334202,Biomass Park East 29,Geothermal,516.24,Frankfurt,Sachsen,GERMANY,2019-03-02,Orsted AG,2024-01-18,3137.56,411.3,2726.26,52.71,65.29,988.1,219060.57,96921.14,6826.72,916.49,5573.92,Rainy,32.5,10.05,1164.0,106.64,Weather,4,Under Review,none,0.0,2023-02-06 08:20:00
PWR-202334203,Biomass Park East 88,coal,778.31,Stuttgart,Brandenburg,GERMANY,2023-11-02,Orsted Ltd,30-09-2023,3014.34,401.39,2612.95,12.93,66.0,2527.38,82844.82,193099.08,43167.41,1484.87,7041.73,Windy,9.1,24.13,840.68,105.82,Scheduled Service,2,COMPLIANT,ISO 50001,33575.02,2023-01-16 22:57:00
PWR-202334204,Solar Park West 61,Solar,944.26,Dresden,NRW,Deutschland,10/28/2011,Local Energy Ltd,2024-05-09,3485.3,335.66,3149.64,16.93,89.29,3840.64,80963.41,72750.76,29642.91,661.66,2370.32,Foggy,10.6,26.81,532.77,108.78,Unscheduled Repair,5,compliant,TUV,0.0,2023-07-21 18:47:00
PWR-202334205,Biomass Park Central 40,wind,31.46,Dortmund,Hessen,GERMANY,2016-11-18,Local Energy ,2023-01-09,2481.33,180.98,2300.35,67.58,89.61,3278.48,492351.01,173951.38,46740.05,957.44,927.8,Cloudy,34.7,26.25,230.27,1.63,Maintenance,1,COMPLIANT,ISO 50001,6576.66,2023-12-06 22:34:00
PWR-202334206,Wind Park East 16,nuclear,355.0,Munich,Niedersachsen,Germany,07/01/2018,Local Energy ,2022-02-20,3345.92,357.87,2988.05,92.46,71.33,1003.52,396167.43,35562.06,34063.25,1933.69,2775.79,foggy,-6.7,22.46,1163.03,150.19,Grid Outage,4,Non-Compliant,TUV,0.0,2023-08-07 16:06:00
PWR-202334207,Solar Park Central 12,Natural Gas,835.94,Stuttgart,Hessen,Germany,2016-02-13,RWE GmbH,2022-12-08,1434.97,93.54,1341.43,67.37,82.82,4000.72,387979.03,145014.97,48248.33,4673.76,9075.14,rainy,22.6,11.55,335.67,131.49,,0,Non-Compliant,EU Ecolabel,0.0,2023-07-14 23:28:00
PWR-202334208,Biomass Park East 84,Wind,318.49,Dusseldorf,Sachsen,DE,2023-02-17,Orsted AG,2022-11-03,1439.5,312.36,1127.14,54.5,31.98,34.25,488097.77,152768.51,8258.78,911.08,7259.44,Stormy,12.6,10.07,482.98,157.52,Grid Outage,3,Compliant,Green Energy,19256.43,2023-01-15 06:50:00
PWR-202334209,Geothermal Park Central 62,coal,717.39,Munich,Niedersachsen,Germany,2016-08-02,Iberdrola Ltd,2025-05-29,2266.63,338.01,1928.62,40.08,90.79,2307.99,47319.53,139988.36,46106.28,1.44,1414.92,Foggy,12.4,1.28,285.42,153.13,,4,Compliant,Green Energy,0.0,2023-12-13 03:24:00
PWR-202334210,Geothermal Park West 10,hydro,975.24,Dortmund,Bayern,Deutschland,2020-02-23,Local Energy ,2022-05-27,1733.12,23.77,1709.35,86.53,30.54,2159.11,64187.01,190421.11,41892.72,3847.45,648.8,windy,-4.1,19.52,775.43,139.45,Equipment Failure,3,Non-Compliant,none,0.0,2023-03-23 15:15:00
PWR-202334211,Solar Park Central 51,Wind,334.07,Munich,Baden-Wurttemberg,DE,2012-07-26,Statkraft AG,2024-06-09,3616.07,293.18,3322.89,33.62,97.15,1462.17,190204.82,190432.39,31911.97,310.84,9046.98,Rainy,-7.1,13.79,595.74,3.47,Unscheduled Repair,1,Compliant,ISO 14001,24143.66,2023-10-13 15:15:00
PWR-202334212,Biomass Park East 86,Natural Gas,917.22,Cologne,Niedersachsen,GERMANY,2024-11-16,E.ON Inc,2022-08-20,904.9,259.11,645.79,86.66,65.67,2177.85,475773.79,81608.78,23436.95,2790.39,8222.96,cloudy,-3.6,22.2,866.89,50.91,Unscheduled Repair,2,Under Review,Green Energy,93994.52,2023-07-01 14:27:00
PWR-202334213,Biomass Park West 44,nuclear,653.16,Hamburg,NRW,Deutschland,2015-05-20,EnBW Ltd,2024-11-10,4336.4,182.41,4153.99,52.37,69.61,4293.86,31133.14,30166.12,24309.92,4713.35,2415.94,Stormy,11.5,14.53,252.08,43.05,,0,non_compliant,none,2138.21,2023-07-15 23:00:00
PWR-202334214,Wind Park North 50,Nuclear,30.07,Dortmund,NRW,DE,2010-11-29,Iberdrola ,15-06-2025,3952.6,248.38,3704.22,94.8,74.99,1061.49,379594.52,86701.69,27381.07,4568.24,1803.3,rainy,22.4,8.89,913.73,10.31,,2,non_compliant,Green Energy,1442.13,2023-03-15 13:22:00
PWR-202334215,Wind Park West 79,natural_gas,149.13,Dresden,Niedersachsen,Germany,2022-01-31,Iberdrola GmbH,02-02-2023,3579.21,24.83,3554.38,48.38,48.67,2744.08,61997.75,66986.48,23569.33,4220.95,1972.69,sunny,10.9,2.86,604.8,70.4,Maintenance,3,Compliant,ISO 14001,0.0,2023-05-03 05:24:00
PWR-202334216,Biomass Park North 56,coal,188.93,Cologne,Sachsen,DE,2014-02-19,Vattenfall GmbH,2023-02-16,3479.81,478.28,3001.53,44.7,62.08,600.48,413666.61,80484.24,9020.72,4286.02,8019.19,sunny,22.6,18.09,1070.97,166.91,,3,Non-Compliant,TUV,39458.98,2023-12-17 14:42:00
PWR-202334217,Biomass Park Central 79,nuclear,659.29,Berlin,Baden-Wurttemberg,GERMANY,2015-03-28,NextEra AG,2022-02-13,564.24,324.05,240.19,41.66,23.35,4149.36,294272.99,83706.48,20490.8,4946.79,7135.01,Cloudy,13.2,13.82,347.48,68.84,Scheduled Service,0,Compliant,TUV,30592.79,2023-08-25 21:16:00
PWR-202334218,Geothermal Park East 45,Coal,508.64,Dresden,Brandenburg,Deutschland,2016-06-25,E.ON GmbH,04/06/2022,600.77,286.41,314.36,46.36,78.75,2159.97,309114.29,182325.75,16504.51,3224.08,627.14,foggy,12.9,9.96,649.24,65.24,,2,Non-Compliant,ISO 50001,92354.8,2023-09-19 15:32:00
PWR-202334219,Solar Park East 37,Solar,800.98,Berlin,Sachsen,GERMANY,2011-10-30,Orsted GmbH,2025-12-20,3239.32,474.46,2764.86,60.97,20.45,1917.31,45412.95,169825.0,40671.82,2953.09,2802.75,windy,27.1,29.1,266.45,122.01,Maintenance,2,non_compliant,Green Energy,18916.9,2023-11-20 23:11:00
PWR-202334220,Solar Park South 20,Solar,191.78,Cologne,Brandenburg,Germany,2015-05-15,Vattenfall AG,2024-06-23,1380.87,212.63,1168.24,89.61,52.82,1456.53,342488.31,162647.72,24508.27,270.5,4969.46,sunny,36.5,12.97,2.09,78.08,,4,COMPLIANT,None,26314.67,2023-08-20 11:01:00
PWR-202334221,Geothermal Park Central 20,Coal,657.69,Stuttgart,NRW,Germany,2024-08-10,E.ON ,09-05-2025,2795.9,438.43,2357.47,59.37,55.69,1282.32,477905.33,186424.24,28123.84,2881.21,4225.4,stormy,5.6,28.71,199.09,125.35,Equipment Failure,3,COMPLIANT,ISO 50001,42476.7,2023-12-16 11:23:00
